TYPEID,GROUPID,TYPENAME,MARKETGROUPID
10828,297,Courier,
10829,297,Purveyor,
10830,297,Carrier,
10831,297,Hawker,
10832,297,Huckster,
10833,297,Patronager,
10834,297,Chandler,
10836,40,Medium Shield Booster I,610
10837,120,Medium Shield Booster I Blueprint,1552
10838,40,Large Shield Booster I,611
10839,120,Large Shield Booster I Blueprint,1552
10840,40,X-Large Shield Booster I,612
10841,120,X-Large Shield Booster I Blueprint,1552
10842,40,X-Large Shield Booster II,612
10843,120,X-Large Shield Booster II Blueprint,
10850,40,Medium Shield Booster II,610
10851,120,Medium Shield Booster II Blueprint,
10858,40,Large Shield Booster II,611
10859,120,Large Shield Booster II Blueprint,
10866,40,Medium Neutron Saturation Injector I,610
10868,40,Medium Clarity Ward Booster I,610
10870,40,Medium Converse Deflection Catalyzer,610
10872,40,Medium C5-L Emergency Shield Overload I,610
10874,40,Large Neutron Saturation Injector I,611
10876,40,Large Clarity Ward Booster I,611
10878,40,Large Converse Deflection Catalyzer,611
10880,40,Large C5-L Emergency Shield Overload I,611
10882,40,X-Large Neutron Saturation Injector I,612
10884,40,X-Large Clarity Ward Booster I,612
10886,40,X-Large Converse Deflection Catalyzer,612
10888,40,X-Large C5-L Emergency Shield Overload I,612
10986,806,Moth Apis,
10987,806,Dragonfly Apis,
10988,806,Termite Apis,
10989,806,Scorpionfly Apis,
10990,806,Arachula Apis,
10991,806,Tarantula Apis,
10992,806,Beelzebub Apis,
10993,806,Mammon Apis,
10994,806,Asmodeus Apis,
10995,806,Belphegor Apis,
10998,315,Warp Core Stabilizer I,1088
10999,298,Convoy Escort,
11000,298,Convoy Protector,
11001,298,Convoy Guard,
11002,298,Convoy Sentry,
11011,26,Guardian-Vexor,1699
11012,106,Guardian-Vexor Blueprint,
11013,314,Drug Contact List,
11014,316,Command Processor I,1639
11015,274,Test,
11017,316,Skirmish Warfare Link - Interdiction Maneuvers I,1637
11019,25,Cockroach,
11021,550,Angel Thug,
11022,550,Angel Ruffian,
11023,550,Angel Ambusher,
11024,550,Angel Impaler,
11025,551,Angel Predator,
11026,551,Angel Crusher,
11027,562,Guristas Infiltrator,
11028,562,Guristas Saboteur,
11029,562,Guristas Destructor,
11030,562,Guristas Demolisher,
11031,561,Guristas Murderer,
11032,567,Sansha's Ravener,
11033,567,Sansha's Enslaver,
11034,567,Sansha's Slavehunter,
11035,567,Sansha's Butcher,
11036,561,Guristas Killer,
11037,566,Sansha's Beast,
11038,566,Sansha's Juggernaut,
11039,557,Blood Worshipper,
11040,557,Blood Raider,
11041,557,Blood Diviner,
11042,557,Blood Engraver,
11043,555,Blood Arch Templar,
11044,555,Blood Revenant,
11045,572,Serpentis Agent,
11046,572,Serpentis Patroller,
11047,572,Serpentis Safeguard,
11048,572,Serpentis Protector,
11049,571,Serpentis Chief Scout,
11050,571,Serpentis Chief Watchman,
11052,316,Information Warfare Link - Sensor Integrity I,1635
11066,314,Trinary Data,
11067,314,Nugoeihuvi Data Chip,
11068,314,Special Delivery,
11069,314,Criminal Dog Tag,492
11070,314,Religious Artifact,
11071,314,Battery Cartridge,
11072,306,Data Storage,
11074,724,Talisman Alpha Blueprint,
11075,257,Jove Industrial,
11076,319,Serpentis Stronghold,
11077,319,Angel Battlestation,
11078,257,Jove Battleship,
11079,319,Guristas War Installation,
11080,319,Sansha's Battletower,
11081,319,Blood Raider Battlestation,
11082,255,Small Railgun Specialization,364
11083,255,Small Beam Laser Specialization,364
11084,255,Small Autocannon Specialization,364
11101,302,Linear Flux Stabilizer I,648
11103,302,Insulated Stabilizer Array I,648
11105,302,Magnetic Vortex Stabilizer I,648
11107,302,Gauss Field Balancer I,648
11109,302,Linear Flux Stabilizer,648
11111,302,Insulated Stabilizer Array,648
11113,302,Magnetic Vortex Stabilizer,648
11115,302,Gauss Field Balancer,648
11125,301,CONCORD Police Commander,
11126,182,CONCORD SWAT Commander,
11127,288,DED Army Commander,
11128,301,DED Special Operation Commander,
11129,31,Gallente Shuttle,395
11130,111,Gallente Shuttle Blueprint,417
11132,31,Minmatar Shuttle,394
11133,111,Minmatar Shuttle Blueprint,418
11134,31,Amarr Shuttle,393
11135,111,Amarr Shuttle Blueprint,415
11136,323,Concord Billboard,
11137,288,Imperial Navy Fleet Marshall,
11138,288,Caldari Navy Fleet Admiral,
11139,288,Federation Navy Fleet General,
11140,288,Republic Fleet High Commander,
11167,319,Fragmented Cathedral I,
11168,319,Fragmented Cathedral II,
11169,319,Fragmented Cathedral III,
11170,319,Fragmented Cathedral IV,
11171,319,Fragmented Cathedral V,
11172,830,Helios,423
11173,105,Helios Blueprint,428
11174,893,Keres,1068
11175,105,Keres Blueprint,
11176,831,Crow,401
11177,105,Crow Blueprint,411
11178,831,Raptor,401
11179,105,Raptor Blueprint,411
11182,830,Cheetah,424
11183,105,Cheetah Blueprint,429
11184,831,Crusader,400
11185,105,Crusader Blueprint,410
11186,831,Malediction,400
11187,105,Malediction Blueprint,410
11188,830,Anathema,421
11189,105,Anathema Blueprint,425
11190,893,Sentinel,1066
11191,105,Sentinel Blueprint,
11192,830,Buzzard,422
11193,105,Buzzard Blueprint,427
11194,893,Kitsune,1067
11195,105,Kitsune Blueprint,
11196,831,Claw,403
11197,105,Claw Blueprint,413
11198,831,Stiletto,403
11199,105,Stiletto Blueprint,413
11200,831,Taranis,402
11201,105,Taranis Blueprint,412
11202,831,Ares,402
11203,105,Ares Blueprint,412
11204,1216,Advanced Energy Grid Upgrades,
11206,1209,Advanced Shield Upgrades,
11207,1216,Advanced Weapon Upgrades,368
11208,272,Advanced Sensor Upgrades,
11209,226,Barren Asteroid,
11210,226,Sheared Rock Formation,
11215,326,Basic Energized EM Membrane,1684
11216,163,Basic Energized EM Membrane Blueprint,1543
11217,326,Energized EM Membrane I,1684
11218,163,Energized EM Membrane I Blueprint,1543
11219,326,Energized EM Membrane II,1684
11220,163,Energized EM Membrane II Blueprint,
11225,326,Basic Energized Explosive Membrane,1682
11226,163,Basic Energized Explosive Membrane Blueprint,1543
11227,326,Energized Explosive Membrane I,1682
11228,163,Energized Explosive Membrane I Blueprint,1543
11229,326,Energized Explosive Membrane II,1682
11230,163,Energized Explosive Membrane II Blueprint,
11235,326,Basic Energized Armor Layering Membrane,1687
11236,163,Basic Energized Armor Layering Membrane Blueprint,1543
11237,326,Energized Armor Layering Membrane I,1687
11238,163,Energized Armor Layering Membrane I Blueprint,1543
11239,326,Energized Armor Layering Membrane II,1687
11240,163,Energized Armor Layering Membrane II Blueprint,
11245,326,Basic Energized Kinetic Membrane,1685
11246,163,Basic Energized Kinetic Membrane Blueprint,1543
11247,326,Energized Kinetic Membrane I,1685
11248,163,Energized Kinetic Membrane I Blueprint,1543
11249,326,Energized Kinetic Membrane II,1685
11250,163,Energized Kinetic Membrane II Blueprint,
11255,326,Basic Energized Thermic Membrane,1683
11256,163,Basic Energized Thermic Membrane Blueprint,1543
11257,326,Energized Thermic Membrane I,1683
11258,163,Energized Thermic Membrane I Blueprint,1543
11259,326,Energized Thermic Membrane II,1683
11260,163,Energized Thermic Membrane II Blueprint,
11265,326,Basic Energized Adaptive Nano Membrane,1686
11266,163,Basic Energized Adaptive Nano Membrane Blueprint,1543
11267,326,Energized Adaptive Nano Membrane I,1686
11268,163,Energized Adaptive Nano Membrane I Blueprint,1543
11269,326,Energized Adaptive Nano Membrane II,1686
11270,163,Energized Adaptive Nano Membrane II Blueprint,
11277,328,Armor Thermic Hardener I,1678
11278,348,Armor Thermic Hardener I Blueprint,1540
11279,329,1600mm Steel Plates I,1676
11280,349,1600mm Steel Plates I Blueprint,1541
11283,87,Cap Booster 150,139
11284,169,Cap Booster 150 Blueprint,339
11285,87,Cap Booster 200,139
11286,169,Cap Booster 200 Blueprint,339
11287,87,Cap Booster 400,139
11288,169,Cap Booster 400 Blueprint,339
11289,87,Cap Booster 800,139
11290,169,Cap Booster 800 Blueprint,339
11291,329,50mm Steel Plates I,
11292,349,50mm Steel Plates I Blueprint,1541
11293,329,100mm Steel Plates I,1672
11294,349,100mm Steel Plates I Blueprint,1541
11295,329,200mm Steel Plates I,1673
11296,349,200mm Steel Plates I Blueprint,1541
11297,329,400mm Steel Plates I,1674
11298,349,400mm Steel Plates I Blueprint,1541
11299,329,800mm Steel Plates I,1675
11300,349,800mm Steel Plates I Blueprint,1541
11301,328,Armor EM Hardener I,1681
11302,348,Armor EM Hardener I Blueprint,1540
11303,328,Armor Explosive Hardener I,1680
11304,348,Armor Explosive Hardener I Blueprint,1540
11305,328,Armor Kinetic Hardener I,1679
11306,348,Armor Kinetic Hardener I Blueprint,1540
11307,329,400mm Reinforced Titanium Plates I,
11309,329,400mm Rolled Tungsten Compact Plates,1674
11311,329,400mm Crystalline Carbonide Restrained Plates,1674
11313,329,400mm Reinforced Nanofiber Plates I,
11315,329,800mm Reinforced Titanium Plates I,
11317,329,800mm Rolled Tungsten Compact Plates,1675
11319,329,800mm Crystalline Carbonide Restrained Plates,1675
11321,329,800mm Reinforced Nanofiber Plates I,
11323,329,1600mm Reinforced Titanium Plates I,
11325,329,1600mm Rolled Tungsten Compact Plates,1676
11327,329,1600mm Crystalline Carbonide Restrained Plates,1676
11329,329,1600mm Reinforced Nanofiber Plates I,
11331,329,50mm Reinforced Titanium Plates I,
11333,329,50mm Reinforced Rolled Tungsten Plates I,
11335,329,50mm Reinforced Crystalline Carbonide Plates I,
11337,329,50mm Reinforced Nanofiber Plates I,
11339,329,100mm Reinforced Titanium Plates I,
11341,329,100mm Rolled Tungsten Compact Plates,1672
11343,329,100mm Crystalline Carbonide Restrained Plates,1672
11345,329,100mm Reinforced Nanofiber Plates I,
11347,329,200mm Reinforced Titanium Plates I,
11349,329,200mm Rolled Tungsten Compact Plates,1673
11351,329,200mm Crystalline Carbonide Restrained Plates,1673
11353,329,200mm Reinforced Nanofiber Plates I,
11355,325,Small Remote Armor Repairer I,1059
11356,350,Small Remote Armor Repairer I Blueprint,1539
11357,325,Medium Remote Armor Repairer I,1058
11358,350,Medium Remote Armor Repairer I Blueprint,1539
11359,325,Large Remote Armor Repairer I,1057
11360,350,Large Remote Armor Repairer I Blueprint,1539
11365,324,Vengeance,433
11366,105,Vengeance Blueprint,459
11367,318,map Landmark,
11369,226,Particle Acceleration Superstructure,
11370,330,Prototype Cloaking Device I,675
11371,324,Wolf,436
11372,105,Wolf Blueprint,463
11373,324,Blade,
11374,105,Blade Blueprint,
11375,324,Erinye,
11376,105,Erinye Blueprint,
11377,834,Nemesis,423
11378,105,Nemesis Blueprint,428
11379,324,Hawk,434
11380,105,Hawk Blueprint,461
11381,324,Harpy,434
11382,105,Harpy Blueprint,461
11383,324,Gatherer,
11384,105,Gatherer Blueprint,
11387,893,Hyena,1069
11388,105,Hyena Blueprint,
11389,324,Kishar,
11390,105,Kishar Blueprint,
11393,324,Retribution,433
11394,105,Retribution Blueprint,459
11395,1218,Deep Core Mining,1323
11396,468,Mercoxit,530
11399,18,Morphite,1857
11400,324,Jaguar,436
11401,105,Jaguar Blueprint,463
11433,270,High Energy Physics,375
11441,270,Plasma Physics,375
11442,270,Nanite Engineering,375
11443,270,Hydromagnetic Physics,375
11444,270,Amarr Starship Engineering,375
11445,270,Minmatar Starship Engineering,375
11446,270,Graviton Physics,375
11447,270,Laser Physics,375
11448,270,Electromagnetic Physics,375
11449,270,Rocket Science,375
11450,270,Gallente Starship Engineering,375
11451,270,Nuclear Physics,375
11452,270,Mechanical Engineering,375
11453,270,Electronic Engineering,375
11454,270,Caldari Starship Engineering,375
11455,270,Quantum Physics,375
11457,332,R.Db - Viziam,1907
11458,332,R.Db - Khanid Innovation,1907
11459,332,R.Db - Carthum Conglomerate,1907
11460,332,R.Db - Thukker Mix,1907
11461,332,R.Db - Boundless Creations,1907
11462,332,R.Db - Core Complexion,1907
11463,332,R.Db - Ishukone,1907
11464,332,R.Db - Kaalakiota,1907
11465,332,R.Db - Roden Shipyards,1907
11466,332,R.Db - CreoDron,1907
11467,332,R.Db - Duvolle Labs,1907
11468,332,Hacker Deck - Codex,
11469,332,Hacker Deck - Shaman,
11470,332,Hacker Deck - Hermes,
11471,332,Hacker Deck - LXD-27,
11472,332,Hyper Net Uplink,
11473,332,Terran Molecular Sequencer,
11474,332,R.A.M.- Industrial Tech,
11475,332,R.A.M.- Armor/Hull Tech,1908
11476,332,R.A.M.- Ammunition Tech,1908
11477,332,R.A.M.- Platform Tech,
11478,332,R.A.M.- Starship Tech,1908
11479,332,R.A.M.- Cruiser Tech,
11480,332,R.A.M.- Battleship Tech,
11481,332,R.A.M.- Robotics,1908
11482,332,R.A.M.- Energy Tech,1908
11483,332,R.A.M.- Electronics,1908
11484,332,R.A.M.- Shield Tech,1908
11485,332,R.A.M.- Cybernetics,1908
11486,332,R.A.M.- Weapon Tech,1908
11487,270,Astronautic Engineering,375
11488,340,Huge Secure Container,1651
11489,340,Giant Secure Container,1651
11490,340,Colossal Secure Container,
11491,333,Datacore - Takmahl Tech 1,
11492,333,Datacore - Takmahl Tech 2,
11493,333,Datacore - Takmahl Tech 3,
11496,333,Datacore - Defensive Subsystems Engineering,1880
11498,333,Datacore - Sleeper Tech 3,
11499,333,Datacore - Sleeper Tech 4,
11504,333,Datacore - Yan Jung Tech 3,
11506,333,Datacore - Yan Jung Tech 5,
11508,314,Cross of the Sacred Throne Order,
11509,314,Onyx Heart of Valor,
11510,314,Aidonis Honorary Fellow Medallion,
11511,314,Liberty Tattoo of the Minmatar Nation,
11512,314,Enlightened Soul Silver Shield,
11513,332,R.A.M.- Pharmaceuticals,
11514,332,R.A.M.- Hypernet Tech,
11515,182,Amarr Surveillance General Major,
11516,182,Sarum Surveillance General Major,
11517,182,Ammatar Surveillance General Major,
11518,182,Khanid Surveillance General Major,
11519,182,Gallente Police Major,
11520,182,Minmatar Security High Captain,
11521,182,Caldari Police Commissioner,
11528,314,Jovian Delegates,
11529,270,Molecular Engineering,375
11530,334,Plasma Thruster,1889
11531,334,Ion Thruster,1888
11532,334,Fusion Thruster,802
11533,334,Magpulse Thruster,803
11534,334,Gravimetric Sensor Cluster,803
11535,334,Magnetometric Sensor Cluster,1888
11536,334,Ladar Sensor Cluster,1889
11537,334,Radar Sensor Cluster,802
11538,334,Nanomechanical Microprocessor,1889
11539,334,Nanoelectrical Microprocessor,802
11540,334,Quantum Microprocessor,803
11541,334,Photon Microprocessor,1888
11542,334,Fernite Carbide Composite Armor Plate,1889
11543,334,Tungsten Carbide Armor Plate,802
11544,334,Titanium Diborite Armor Plate,803
11545,334,Crystalline Carbonide Armor Plate,1888
11546,335,Mining Pollution Cloud,
11547,334,Fusion Reactor Unit,1888
11548,334,Nuclear Reactor Unit,1889
11549,334,Antimatter Reactor Unit,802
11550,334,Graviton Reactor Unit,803
11551,334,Electrolytic Capacitor Unit,1889
11552,334,Scalar Capacitor Unit,803
11553,334,Oscillator Capacitor Unit,1888
11554,334,Tesseract Capacitor Unit,802
11555,334,Deflection Shield Emitter,1889
11556,334,Pulse Shield Emitter,1888
11557,334,Linear Shield Emitter,802
11558,334,Sustained Shield Emitter,803
11561,338,Shield Boost Amplifier I,613
11562,360,Shield Boost Amplifier I Blueprint,1552
11563,339,Micro Auxiliary Power Core I,660
11564,352,Micro Auxiliary Power Core I Blueprint,1559
11566,1209,Thermic Shield Compensation,1747
11567,30,Avatar,813
11568,110,Avatar Blueprint,884
11569,258,Armored Warfare Specialist,370
11572,258,Skirmish Warfare Specialist,370
11574,258,Wing Command,370
11577,330,Improved Cloaking Device II,675
11578,330,Covert Ops Cloaking Device II,675
11579,272,Cloaking,367
11580,336,BH Sentry Gun,
11584,266,Anchoring,365
11585,314,Pax Amarria,492
11586,314,Signed Copy of Pax Amarria,
11587,314,Temple Stone,
11588,314,Defunct Drone Sensor Module,20
11589,306,Temple Stone Storage,
11590,306,Drone Sensor Storage,
11593,818,The Thief,
11594,818,The Ex-Employee,
11595,818,Rogue Agent,
11596,818,Sangrel Minn,
11597,817,Kruul,
11598,818,Kruul's Henchman,
11600,818,Pirate Drone,
11601,613,Guristas Emissary,
11602,314,Gallente Federation Transaction And Salary Logs,
11603,314,Shiez Kuzaks Ship Database,
11604,314,Caldari State Transaction And Salary Logs,
11606,314,Amarr Empire Transaction And Salary Logs,
11607,314,Minmatar Republic Transaction And Salary Logs,
11608,314,Ammatar Transaction and salary logs,
11610,526,Nugoeihuvi reports,
11612,218,Heat Sink I Blueprint,343
11613,342,Warp Core Stabilizer I Blueprint,332
11614,343,Tracking Disruptor I Blueprint,1574
11616,344,Tracking Enhancer I Blueprint,343
11617,345,Remote Tracking Computer I Blueprint,343
11619,346,Co-Processor I Blueprint,1584
11620,223,Sensor Booster I Blueprint,1581
11621,224,Tracking Computer I Blueprint,343
11622,131,ECCM - Gravimetric I Blueprint,1575
11623,131,ECCM - Ladar I Blueprint,1575
11624,131,ECCM - Magnetometric I Blueprint,1575
11625,131,ECCM - Radar I Blueprint,1575
11626,131,ECCM - Omni I Blueprint,1575
11628,130,ECM - Ion Field Projector I Blueprint,1567
11629,130,ECM - Multispectral Jammer I Blueprint,1567
11630,130,ECM - Phase Inverter I Blueprint,1567
11631,130,ECM - Spatial Destabilizer I Blueprint,1567
11632,130,ECM - White Noise Generator I Blueprint,1567
11634,347,Signal Amplifier I Blueprint,1585
11635,314,Personal Information Data,
11636,705,Minmatar Mercenary Warship,
11639,683,Minmatar Mercenary Fighter,
11640,315,Warp Core Stabilizer II,1088
11641,342,Warp Core Stabilizer II Blueprint,
11642,328,Armor EM Hardener II,1681
11643,348,Armor EM Hardener II Blueprint,
11644,328,Armor Kinetic Hardener II,1679
11645,348,Armor Kinetic Hardener II Blueprint,
11646,328,Armor Explosive Hardener II,1680
11647,348,Armor Explosive Hardener II Blueprint,
11648,328,Armor Thermic Hardener II,1678
11649,348,Armor Thermic Hardener II Blueprint,
11650,817,Zerim Kurzon,
11651,818,Shark Kurzon,
11652,818,Kurzon Mercenary,
11653,332,Hacker Deck - Alpha,
11654,314,Korim Kor-Azor,
11655,817,Shiez Kuzak,
11656,818,Kuzak Mercenary Fighter,
11657,665,Imperial Navy Detective,
11658,665,Ammatar Navy Detective,
